# File: A_beefTradedSubsector.csv
# Title: Subsector assumptions for traded beef markets
# Units: Various
# Source: NA
# Column types: ccncnccccic
# ----------
supplysector,subsector,logit.exponent,year.fillout,share.weight,apply.to,from.year,to.year,interpolation.function,traded,logit.type
traded beef,traded beef,-6,start-year,1,share-weight,final-calibration-year,end-year,fixed,1,
