# File: A_beefRegionalSector.csv
# Title: Supplysector assumptions for regional beef markets (including logit exponent for subsector competition)
# Units: Various
# Comments: These sectors compete domestic production and imports from the globally traded markets
# Source: NA
# Column types: ccccnc
# ----------
supplysector,output.unit,input.unit,price.unit,logit.exponent,logit.type
regional beef,Mt,Mt,1975$/kg,-3,
