# File: A271.freight_coef.csv
# Title: Coefficients of freight inputs to energy and ag commodities
# Units: million tkm per EJ = ton-meters per GJ
# Comments: price-unit-conversion takes into account the following:
#  (1) transportation output unit is 1e6 times the price unit denominator whereas all other sectors are 1e9.
#  (2) transportation price unit is 1990$ whereas others are 1975$.
#  (3) trn_freight costs are 17x higher than rail mode (the dominant mode for some of these fuels). Some de-rating is appropriate.
# Note: the methods are not set up to handle different tkm inputs for different refined liquid fuel commodities (e.g., ref liq industrial, ref liq enduse need to have the same coef in each region)
# Column types: cccccnnnnnn
# ----------
region,supplysector,subsector,technology,minicam.energy.input,price.unit.conversion,1971,1990,2000,2010,2100
China,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,150,150,150,150,150
China,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,150,150,150,150,150
China,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,150,150,150,150,150
China,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,150,150,150,150,150
China,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
China,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
China,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
China,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
China,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
China,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
China,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
China,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
China,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
China,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Colombia,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Colombia,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Colombia,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
Colombia,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
Colombia,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
Colombia,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
Colombia,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
Colombia,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
Colombia,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,20000,20000,20000,20000
Colombia,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,20000,20000,20000,20000
Colombia,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
Colombia,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
EU-12,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-12,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
EU-12,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-12,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-12,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-12,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-12,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
EU-12,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
EU-12,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,30000,30000,30000,30000
EU-12,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,30000,30000,30000,30000
EU-12,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-12,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
EU-15,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
EU-15,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-15,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-15,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-15,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
EU-15,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
EU-15,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
EU-15,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
EU-15,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
EU-15,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
EU-15,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Europe_Eastern,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Europe_Eastern,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
Europe_Eastern,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
Europe_Eastern,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
Europe_Eastern,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
Europe_Eastern,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
Europe_Eastern,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
Europe_Eastern,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,10000,0,10000,10000,10000
Europe_Eastern,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,10000,0,10000,10000,10000
Europe_Eastern,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Eastern,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
Europe_Non_EU,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Europe_Non_EU,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
