# File: A271.freight_coef.csv
# Title: Coefficients of freight inputs to energy and ag commodities
# Units: million tkm per EJ = ton-meters per GJ
# Comments: price-unit-conversion takes into account the following:
#  (1) transportation output unit is 1e6 times the price unit denominator whereas all other sectors are 1e9.
#  (2) transportation price unit is 1990$ whereas others are 1975$.
#  (3) trn_freight costs are 17x higher than rail mode (the dominant mode for some of these fuels). Some de-rating is appropriate.
# Note: the methods are not set up to handle different tkm inputs for different refined liquid fuel commodities (e.g., ref liq industrial, ref liq enduse need to have the same coef in each region)
# Column types: cccccnnnnnn
# ----------
region,supplysector,subsector,technology,minicam.energy.input,price.unit.conversion,1971,1990,2000,2010,2100
USA,traded wheat,Canada traded wheat,Canada traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Canada traded wheat,Canada traded wheat,trn_shipping_intl,0.00045208,1000,1000,1000,1000,1000
USA,traded wheat,Central America and Caribbean traded wheat,Central America and Caribbean traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Central America and Caribbean traded wheat,Central America and Caribbean traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,Central Asia traded wheat,Central Asia traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,China traded wheat,China traded wheat,trn_freight,3.62E-05,150,150,150,150,150
USA,traded wheat,China traded wheat,China traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,Colombia traded wheat,Colombia traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Colombia traded wheat,Colombia traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,EU-12 traded wheat,EU-12 traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,EU-12 traded wheat,EU-12 traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,EU-15 traded wheat,EU-15 traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,EU-15 traded wheat,EU-15 traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,Europe_Eastern traded wheat,Europe_Eastern traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Europe_Eastern traded wheat,Europe_Eastern traded wheat,trn_shipping_intl,0.00045208,3000,0,3000,3000,3000
USA,traded wheat,Europe_Non_EU traded wheat,Europe_Non_EU traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Europe_Non_EU traded wheat,Europe_Non_EU traded wheat,trn_shipping_intl,0.00045208,1500,1500,1500,1500,1500
USA,traded wheat,European Free Trade Association traded wheat,European Free Trade Association traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,European Free Trade Association traded wheat,European Free Trade Association traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,India traded wheat,India traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,India traded wheat,India traded wheat,trn_shipping_intl,0.00045208,3000,3000,3000,3000,3000
USA,traded wheat,Indonesia traded wheat,Indonesia traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Indonesia traded wheat,Indonesia traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,Japan traded wheat,Japan traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Japan traded wheat,Japan traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,Mexico traded wheat,Mexico traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Mexico traded wheat,Mexico traded wheat,trn_shipping_intl,0.00045208,2000,2000,2000,2000,2000
USA,traded wheat,Middle East traded wheat,Middle East traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Middle East traded wheat,Middle East traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,Pakistan traded wheat,Pakistan traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Pakistan traded wheat,Pakistan traded wheat,trn_shipping_intl,0.00045208,2000,2000,2000,2000,2000
USA,traded wheat,Russia traded wheat,Russia traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Russia traded wheat,Russia traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,South Africa traded wheat,South Africa traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,South Africa traded wheat,South Africa traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,South America_Northern traded wheat,South America_Northern traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,South America_Northern traded wheat,South America_Northern traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,South America_Southern traded wheat,South America_Southern traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,South America_Southern traded wheat,South America_Southern traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,South Asia traded wheat,South Asia traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,South Asia traded wheat,South Asia traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,South Korea traded wheat,South Korea traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,South Korea traded wheat,South Korea traded wheat,trn_shipping_intl,0.00045208,2000,4000,4000,4000,4000
USA,traded wheat,Southeast Asia traded wheat,Southeast Asia traded wheat,trn_freight,3.62E-05,50,50,50,50,50
USA,traded wheat,Southeast Asia traded wheat,Southeast Asia traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
USA,traded wheat,USA traded wheat,USA traded wheat,trn_freight,3.62E-05,600,600,600,600,600
USA,traded wheat,USA traded wheat,USA traded wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Eastern,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Eastern,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Eastern,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Eastern,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Eastern,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
Africa_Eastern,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
Africa_Eastern,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Eastern,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Eastern,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Eastern,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Northern,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Northern,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Northern,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Northern,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Northern,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
Africa_Northern,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
Africa_Northern,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Northern,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Northern,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Northern,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Southern,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Southern,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Southern,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Southern,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Southern,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
Africa_Southern,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
Africa_Southern,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Southern,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Southern,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Southern,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FeedCrops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,FoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,Root_Tuber,Root_Tuber,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,50,50,50,50,50
Africa_Western,refined liquids enduse,refined liquids enduse,refined liquids enduse,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Western,refined liquids gasoline pool,ethanol,ethanol,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Western,refined liquids gasoline pool,refining,refining,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Western,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,0.00045208,2800,2800,2800,2800,2800
Africa_Western,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,5000,5000,5000,5000,5000
Africa_Western,regional coal,regional coal,regional coal,trn_freight,3.62E-05,7600,7000,7600,8400,8400
Africa_Western,regional corn,imported corn,imported corn,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional oil,crude oil,crude oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Western,regional oil,unconventional oil,unconventional oil,trn_shipping_intl,0.00045208,20000,50000,50000,50000,50000
Africa_Western,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional rice,imported rice,imported rice,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Africa_Western,regional wheat,imported wheat,imported wheat,trn_shipping_intl,0.00045208,4000,4000,4000,4000,4000
Argentina,FeedCrops,Corn,Corn,trn_freight,3.62E-05,50,50,50,50,50
Argentina,FeedCrops,FiberCrop,FiberCrop,trn_freight,3.62E-05,50,50,50,50,50
Argentina,FeedCrops,MiscCrop,MiscCrop,trn_freight,3.62E-05,50,50,50,50,50
Argentina,FeedCrops,OilCrop,OilCrop,trn_freight,3.62E-05,50,50,50,50,50
Argentina,FeedCrops,OtherGrain,OtherGrain,trn_freight,3.62E-05,50,50,50,50,50
Argentina,FeedCrops,PalmFruit,PalmFruit,trn_freight,3.62E-05,50,50,50,50,50
